Book_Num,Chapter_Num,Section_Num,Character_Name,words,Affiliation,Title,Type,Species
11,16,1,Nemiel,2169,Dark Angels,,,Astartes
11,16,2,Nemiel,2043,Dark Angels,,,Astartes
11,17,1,Zahariel,2016,Dark Angels,Librarian,Psyker,Astartes
11,17,2,Zahariel,1409,Dark Angels,Librarian,Psyker,Astartes
11,17,3,Zahariel,2723,Dark Angels,Librarian,Psyker,Astartes
11,18,1,Nemiel,905,Dark Angels,,,Astartes
11,18,2,Narrator,941,,,,
11,18,3,Nemiel,3310,Dark Angels,,,Astartes
11,19,1,Zahariel,2129,Dark Angels,Librarian,Psyker,Astartes
11,19,2,Zahariel,799,Dark Angels,Librarian,Psyker,Astartes
11,19,3,Zahariel,3329,Dark Angels,Librarian,Psyker,Astartes
11,20,1,Nemiel,1383,Dark Angels,,,Astartes
11,20,2,Nemiel,693,Dark Angels,,,Astartes
11,20,3,Nemiel,2560,Dark Angels,,,Astartes
11,20,4,Nemiel,958,Dark Angels,,,Astartes
11,20,5,Nemiel,1443,Dark Angels,,,Astartes
11,21,1,Zahariel,2486,Dark Angels,Librarian,Psyker,Astartes
11,21,2,Zahariel,3381,Dark Angels,Librarian,Psyker,Astartes
11,22,1,Zahariel,405,Dark Angels,Librarian,Psyker,Astartes
11,22,2,Zahariel,996,Dark Angels,Librarian,Psyker,Astartes
11,22,3,Lion El'Jonson,910,Dark Angels,Primarch,,Primarch
12,1,1,Magnus,511,Thousand Sons,Primarch,Psyker,Primarch
12,2,1,Narrator,466,,,,
12,2,2,Ahzek Ahriman,1529,Thousand Sons,First Captain,Psyker,Astartes
12,2,3,Lemuel Gaumon,2157,Remembrancer,,Psyker,Human
12,2,4,Ahzek Ahriman,436,Thousand Sons,First Captain,Psyker,Astartes
12,2,5,Narrator,635,,,,
12,3,1,Lemuel Gaumon,669,Remembrancer,,Psyker,Human
12,3,2,Lemuel Gaumon,371,Remembrancer,,Psyker,Human
12,3,3,Ahzek Ahriman,448,Thousand Sons,First Captain,Psyker,Astartes
12,3,4,Ahzek Ahriman,1722,Thousand Sons,First Captain,Psyker,Astartes
12,3,5,Ahzek Ahriman,970,Thousand Sons,First Captain,Psyker,Astartes
12,4,1,Lemuel Gaumon,972,Remembrancer,,Psyker,Human
12,4,2,Ahzek Ahriman,814,Thousand Sons,First Captain,Psyker,Astartes
12,4,3,Ahzek Ahriman,2441,Thousand Sons,First Captain,Psyker,Astartes
12,5,1,Kallista Eris,652,Remembrancer,,Psyker,Human
12,5,2,Kallista Eris,566,Remembrancer,,Psyker,Human
12,5,3,Kallista Eris,359,Remembrancer,,Psyker,Human
12,5,4,Camille Shivani,1094,Remembrancer,,Psyker,Human
12,5,5,Camille Shivani,1800,Remembrancer,,Psyker,Human
12,6,1,Ahzek Ahriman,2025,Thousand Sons,First Captain,Psyker,Astartes
12,6,2,Khalophis,1707,Thousand Sons,Captain,Psyker,Astartes
12,6,3,Magnus,1923,Thousand Sons,Primarch,Psyker,Primarch
12,7,1,Ahzek Ahriman,3236,Thousand Sons,First Captain,Psyker,Astartes
12,7,2,Ahzek Ahriman,2007,Thousand Sons,First Captain,Psyker,Astartes
12,8,1,Ahzek Ahriman,1618,Thousand Sons,First Captain,Psyker,Astartes
12,8,2,Ahzek Ahriman,366,Thousand Sons,First Captain,Psyker,Astartes
12,8,3,Ahzek Ahriman,1092,Thousand Sons,First Captain,Psyker,Astartes
12,8,4,Ahzek Ahriman,1422,Thousand Sons,First Captain,Psyker,Astartes
12,9,1,Ahzek Ahriman,503,Thousand Sons,First Captain,Psyker,Astartes
12,9,2,Ahzek Ahriman,553,Thousand Sons,First Captain,Psyker,Astartes
12,9,3,Ahzek Ahriman,1152,Thousand Sons,First Captain,Psyker,Astartes
12,9,4,Ahzek Ahriman,1068,Thousand Sons,First Captain,Psyker,Astartes
12,9,5,Ahzek Ahriman,1663,Thousand Sons,First Captain,Psyker,Astartes
12,10,1,Lemuel Gaumon,1055,Remembrancer,,Psyker,Human
12,10,2,Ahzek Ahriman,775,Thousand Sons,First Captain,Psyker,Astartes
12,10,3,Lemuel Gaumon,746,Remembrancer,,Psyker,Human
12,10,4,Ahzek Ahriman,1153,Thousand Sons,First Captain,Psyker,Astartes
12,10,5,Lemuel Gaumon,991,Remembrancer,,Psyker,Human
12,11,1,Ahzek Ahriman,1635,Thousand Sons,First Captain,Psyker,Astartes
12,11,2,Magnus,2199,Thousand Sons,Primarch,Psyker,Primarch
12,11,3,Ahzek Ahriman,1232,Thousand Sons,First Captain,Psyker,Astartes
12,12,1,Ahzek Ahriman,1651,Thousand Sons,First Captain,Psyker,Astartes
12,12,2,Ahzek Ahriman,1624,Thousand Sons,First Captain,Psyker,Astartes
12,12,3,Ahzek Ahriman,1657,Thousand Sons,First Captain,Psyker,Astartes
12,13,1,Ahzek Ahriman,1146,Thousand Sons,First Captain,Psyker,Astartes
12,13,2,Camille Shivani,952,Remembrancer,,Psyker,Human
12,13,3,Magnus,1020,Thousand Sons,Primarch,Psyker,Primarch
12,13,4,Ahzek Ahriman,1869,Thousand Sons,First Captain,Psyker,Astartes
12,14,1,Narrator,374,,,,
12,14,2,Ahzek Ahriman,888,Thousand Sons,First Captain,Psyker,Astartes
12,14,3,Ahzek Ahriman,348,Thousand Sons,First Captain,Psyker,Astartes
12,14,4,Ahzek Ahriman,1698,Thousand Sons,First Captain,Psyker,Astartes
12,14,5,Ahzek Ahriman,368,Thousand Sons,First Captain,Psyker,Astartes
12,14,6,Ahzek Ahriman,1171,Thousand Sons,First Captain,Psyker,Astartes
12,15,1,Camille Shivani,645,Remembrancer,,Psyker,Human
12,15,2,Lemuel Gaumon,961,Remembrancer,,Psyker,Human
12,15,3,Ahzek Ahriman,520,Thousand Sons,First Captain,Psyker,Astartes
12,16,1,Narrator,633,,,,
12,16,2,Ahzek Ahriman,485,Thousand Sons,First Captain,Psyker,Astartes
12,16,3,Ahzek Ahriman,1286,Thousand Sons,First Captain,Psyker,Astartes
12,16,4,Ahzek Ahriman,686,Thousand Sons,First Captain,Psyker,Astartes
12,16,5,Ahzek Ahriman,1265,Thousand Sons,First Captain,Psyker,Astartes
12,16,6,Ahzek Ahriman,879,Thousand Sons,First Captain,Psyker,Astartes
12,17,1,Ahzek Ahriman,2005,Thousand Sons,First Captain,Psyker,Astartes
12,17,2,Lemuel Gaumon,957,Remembrancer,,Psyker,Human
12,17,3,Lemuel Gaumon,1528,Remembrancer,,Psyker,Human
12,17,4,Lemuel Gaumon,1051,Remembrancer,,Psyker,Human
12,18,1,Lemuel Gaumon,1140,Remembrancer,,Psyker,Human
12,18,2,Lemuel Gaumon,2577,Remembrancer,,Psyker,Human
12,19,1,Ahzek Ahriman,1272,Thousand Sons,First Captain,Psyker,Astartes
12,19,2,Ahzek Ahriman,1012,Thousand Sons,First Captain,Psyker,Astartes
12,19,3,Ahzek Ahriman,687,Thousand Sons,First Captain,Psyker,Astartes
12,19,4,Ahzek Ahriman,1525,Thousand Sons,First Captain,Psyker,Astartes
12,19,5,Ahzek Ahriman,638,Thousand Sons,First Captain,Psyker,Astartes
12,20,1,Narrator,409,,,,
12,20,2,Ahzek Ahriman,2306,Thousand Sons,First Captain,Psyker,Astartes
12,20,3,Ahzek Ahriman,552,Thousand Sons,First Captain,Psyker,Astartes
12,20,4,Ahzek Ahriman,837,Thousand Sons,First Captain,Psyker,Astartes
12,20,5,Ahzek Ahriman,1469,Thousand Sons,First Captain,Psyker,Astartes
12,21,1,Ahzek Ahriman,843,Thousand Sons,First Captain,Psyker,Astartes
12,21,2,Magnus,1481,Thousand Sons,Primarch,Psyker,Primarch
12,21,3,Magnus,207,Thousand Sons,Primarch,Psyker,Primarch
12,21,4,Magnus,1131,Thousand Sons,Primarch,Psyker,Primarch
12,21,5,Ahzek Ahriman,901,Thousand Sons,First Captain,Psyker,Astartes
12,22,1,Lemuel Gaumon,1275,Remembrancer,,Psyker,Human
12,22,2,Lemuel Gaumon,1962,Remembrancer,,Psyker,Human
12,22,3,Ahzek Ahriman,1415,Thousand Sons,First Captain,Psyker,Astartes
12,22,4,Lemuel Gaumon,781,Remembrancer,,Psyker,Human
12,23,1,Lemuel Gaumon,704,Remembrancer,,Psyker,Human
12,23,2,Lemuel Gaumon,2601,Remembrancer,,Psyker,Human
12,23,3,Camille Shivani,1719,Remembrancer,,Psyker,Human
12,24,1,Camille Shivani,1874,Remembrancer,,Psyker,Human
12,24,2,Lemuel Gaumon,996,Remembrancer,,Psyker,Human
12,24,3,Lemuel Gaumon,440,Remembrancer,,Psyker,Human
12,24,4,Ahzek Ahriman,1751,Thousand Sons,First Captain,Psyker,Astartes
12,25,1,Lemuel Gaumon,1048,Remembrancer,,Psyker,Human
12,25,2,Lemuel Gaumon,735,Remembrancer,,Psyker,Human
12,25,3,Lemuel Gaumon,500,Remembrancer,,Psyker,Human
12,25,4,Lemuel Gaumon,686,Remembrancer,,Psyker,Human
12,25,5,Narrator,335,,,,
12,25,6,Ahzek Ahriman,634,Thousand Sons,First Captain,Psyker,Astartes
12,25,7,Lemuel Gaumon,1680,Remembrancer,,Psyker,Human
12,26,1,Magnus,814,Thousand Sons,Primarch,Psyker,Primarch
12,26,2,Magnus,1072,Thousand Sons,Primarch,Psyker,Primarch
12,26,3,Narrator,620,,,,
12,26,4,Lemuel Gaumon,959,Remembrancer,,Psyker,Human
12,26,5,Magnus,2412,Thousand Sons,Primarch,Psyker,Primarch
12,26,6,Magnus,403,Thousand Sons,Primarch,Psyker,Primarch
12,27,1,Lemuel Gaumon,1738,Remembrancer,,Psyker,Human
12,27,2,Magnus,1455,Thousand Sons,Primarch,Psyker,Primarch
12,27,3,Lemuel Gaumon,670,Remembrancer,,Psyker,Human
12,27,4,Narrator,284,,,,
12,27,5,Lemuel Gaumon,743,Remembrancer,,Psyker,Human
12,28,1,Narrator,160,,,,
12,28,2,Magnus,672,Thousand Sons,Primarch,Psyker,Primarch
12,28,3,Ahzek Ahriman,1614,Thousand Sons,First Captain,Psyker,Astartes
12,28,4,Narrator,1214,,,,
12,28,5,Ahzek Ahriman,1025,Thousand Sons,First Captain,Psyker,Astartes
12,28,6,Khalophis,463,Thousand Sons,Captain,Psyker,Astartes
12,29,1,Phosis T'Kar,1692,Thousand Sons,Captain,Psyker,Astartes
12,29,2,Khalophis,546,Thousand Sons,Captain,Psyker,Astartes
12,29,3,Ankhu Anen,1437,Thousand Sons,,Psyker,Astartes
12,29,4,Phosis T'Kar,1254,Thousand Sons,Captain,Psyker,Astartes
12,30,1,Magnus,626,Thousand Sons,Primarch,Psyker,Primarch
12,30,2,Phael Toron,1232,Thousand Sons,Captain,Psyker,Astartes
12,30,3,Phosis T'Kar,1260,Thousand Sons,Captain,Psyker,Astartes
12,30,4,Phael Toron,686,Thousand Sons,Captain,Psyker,Astartes
12,30,5,Khalophis,705,Thousand Sons,Captain,Psyker,Astartes
12,31,1,Ahzek Ahriman,1644,Thousand Sons,First Captain,Psyker,Astartes
12,31,2,Ahzek Ahriman,473,Thousand Sons,First Captain,Psyker,Astartes
12,31,3,Ahzek Ahriman,737,Thousand Sons,First Captain,Psyker,Astartes
12,31,4,Ahzek Ahriman,1597,Thousand Sons,First Captain,Psyker,Astartes
12,31,5,Ahzek Ahriman,889,Thousand Sons,First Captain,Psyker,Astartes
12,32,1,Ahzek Ahriman,1034,Thousand Sons,First Captain,Psyker,Astartes
12,32,2,Ahzek Ahriman,2113,Thousand Sons,First Captain,Psyker,Astartes
12,32,3,Ahzek Ahriman,551,Thousand Sons,First Captain,Psyker,Astartes
12,32,4,Ahzek Ahriman,213,Thousand Sons,First Captain,Psyker,Astartes
12,32,5,Magnus,375,Thousand Sons,Primarch,Psyker,Primarch
12,33,1,Ahzek Ahriman,638,Thousand Sons,First Captain,Psyker,Astartes
13,1,1,Tobeld,2820,Officio Assassinorum,,Clade Venenum,Human
13,1,2,Luc Sedirae,1149,Sons of Horus,Captain,,Astartes
13,1,3,Yosef Sabrat,817,Imperium,Reeve,,Daemon
13,1,4,Yosef Sabrat,2277,Imperium,Reeve,,Daemon
13,2,1,Narrator,2555,,,,
13,2,2,Malcador,1473,Imperium,,Sigillite,Perpetual
13,2,3,Yosef Sabrat,2100,Imperium,Reeve,,Daemon
13,2,4,Yosef Sabrat,681,Imperium,Reeve,,Daemon
13,2,5,Yosef Sabrat,629,Imperium,Reeve,,Daemon
13,3,1,Constantin Valdor,1036,Custodes,Captain-General,,Custodes
13,3,2,Cirsun Latigue,1006,Imperium,,,Human
13,3,3,Constantin Valdor,1939,Custodes,Captain-General,,Custodes
13,3,4,Yosef Sabrat,1325,Imperium,Reeve,,Daemon
13,3,5,Constantin Valdor,1956,Custodes,Captain-General,,Custodes
13,4,1,Yosef Sabrat,1200,Imperium,Reeve,,Daemon
13,4,2,Yosef Sabrat,952,Imperium,Reeve,,Daemon
13,4,3,Fon Tariel,1064,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,4,4,Iota,1338,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,4,5,Yosef Sabrat,1089,Imperium,Reeve,,Daemon
13,4,6,Jun Yae Jun,818,Imperium,,,Human
13,4,7,Eristede Kell,72,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,4,8,Jun Yae Jun,506,Imperium,,,Human
13,4,9,Jun Yae Jun,262,Imperium,,,Human
13,4,10,Iota,229,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,5,1,Yosef Sabrat,1063,Imperium,Reeve,,Daemon
13,5,2,Eristede Kell,1182,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,5,3,Daig Segan,1071,Imperium,Reeve,,Human
13,5,4,The Garantine,745,Officio Assassinorum,Nihilator,Clade Eversor,Human
13,5,5,Daig Segan,575,Imperium,Reeve,,Human
13,5,6,Iota,1920,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,5,7,Daig Segan,1376,Imperium,Reeve,,Human
13,6,1,Eristede Kell,1283,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,6,2,Yosef Sabrat,1376,Imperium,Reeve,,Daemon
13,6,3,Narrator,430,,,,
13,6,4,Eristede Kell,198,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,6,5,Gergerra Rei,598,Mechanicum,,,Human
13,6,6,Gergerra Rei,514,Mechanicum,,,Human
13,6,7,Gergerra Rei,450,Mechanicum,,,Human
13,6,8,Gergerra Rei,631,Mechanicum,,,Human
13,6,9,Koyne,1097,Officio Assassinorum,Shade,Clade Callidus,Human
13,6,10,Eristede Kell,219,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,6,11,Koyne,756,Officio Assassinorum,Shade,Clade Callidus,Human
13,7,1,Yosef Sabrat,1923,Imperium,Reeve,,Daemon
13,7,2,Fon Tariel,1875,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,7,3,Yosef Sabrat,407,Imperium,Reeve,,Daemon
13,7,4,Iota,1485,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,7,5,Efried,792,Imperial Fists,Captain,,Astartes
13,8,1,Perrig,2382,Imperium,,Psyker,Human
13,8,2,Narrator,190,,,,
13,8,3,Eristede Kell,2008,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,8,4,Yosef Sabrat,1020,Imperium,Reeve,,Daemon
13,8,5,Hyssos,691,Imperium,,,Human
13,8,6,Hyssos,1032,Imperium,,,Human
13,9,1,Eristede Kell,725,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,9,2,Hyssos,586,Imperium,,,Human
13,9,3,The Garantine,746,Officio Assassinorum,Nihilator,Clade Eversor,Human
13,9,4,Spear,863,Chaos,,,Daemon
13,9,5,Koyne,542,Officio Assassinorum,Shade,Clade Callidus,Human
13,9,6,Iota,207,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,9,7,Spear,391,Chaos,,,Daemon
13,9,8,Koyne,960,Officio Assassinorum,Shade,Clade Callidus,Human
13,9,9,Spear,677,Chaos,,,Daemon
13,9,10,Fon Tariel,850,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,10,1,Liya Beye,996,Imperium,,,Human
13,10,2,Liya Beye,1411,Imperium,,,Human
13,10,3,Spear,1285,Chaos,,,Daemon
13,10,4,Goeda Rufin,1310,Chaos,,,Human
13,10,5,Spear,1652,Chaos,,,Daemon
13,10,6,Goeda Rufin,738,Chaos,,,Human
13,10,7,Eristede Kell,606,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,11,1,Jenniker Soalm,1672,Officio Assassinorum,Seclues,Clade Venenum,Human
13,11,2,Eristede Kell,1538,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,11,3,Spear,901,Chaos,,,Daemon
13,11,4,Spear,576,Chaos,,,Daemon
13,11,5,Spear,167,Chaos,,,Daemon
13,11,6,Jenniker Soalm,886,Officio Assassinorum,Seclues,Clade Venenum,Human
13,12,1,Spear,520,Chaos,,,Daemon
13,12,2,Jenniker Soalm,1027,Officio Assassinorum,Seclues,Clade Venenum,Human
13,12,3,Spear,1052,Chaos,,,Daemon
13,12,4,Jenniker Soalm,628,Officio Assassinorum,Seclues,Clade Venenum,Human
13,12,5,Spear,2448,Chaos,,,Daemon
13,13,1,Iota,736,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,13,2,Jenniker Soalm,939,Officio Assassinorum,Seclues,Clade Venenum,Human
13,13,3,Iota,127,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,13,4,Spear,643,Chaos,,,Daemon
13,13,5,Spear,553,Chaos,,,Daemon
13,13,6,Eristede Kell,1520,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,13,7,Jenniker Soalm,830,Officio Assassinorum,Seclues,Clade Venenum,Human
13,13,8,Jenniker Soalm,1614,Officio Assassinorum,Seclues,Clade Venenum,Human
13,14,1,Unnamed pilot,737,Imperium,,,Human
13,14,2,Spear,252,Chaos,,,Daemon
13,14,3,Eristede Kell,1450,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,14,4,Iota,1148,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,14,5,Narrator,650,,,,
13,14,6,Jenniker Soalm,833,Officio Assassinorum,Seclues,Clade Venenum,Human
13,14,7,Spear,645,Chaos,,,Daemon
13,14,8,Eristede Kell,259,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,14,9,Fon Tariel,576,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,14,10,Koyne,553,Officio Assassinorum,Shade,Clade Callidus,Human
13,14,11,The Garantine,283,Officio Assassinorum,Nihilator,Clade Eversor,Human
13,14,12,Narrator,401,,,,
13,14,13,Eristede Kell,152,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,14,14,Narrator,306,,,,
13,15,1,Spear,956,Chaos,,,Daemon
13,15,2,Iota,502,Officio Assassinorum,Protiphage,Clade Culexus,Pariah
13,15,3,Koyne,795,Officio Assassinorum,Shade,Clade Callidus,Human
13,15,4,Jenniker Soalm,786,Officio Assassinorum,Seclues,Clade Venenum,Human
13,15,5,Eristede Kell,884,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,15,6,Maloghurst,899,Sons of Horus,Equerry,,Astartes
13,15,7,Koyne,1858,Officio Assassinorum,Shade,Clade Callidus,Human
13,16,1,Narrator,175,,,,
13,16,2,Koyne,1219,Officio Assassinorum,Shade,Clade Callidus,Human
13,16,3,Koyne,1560,Officio Assassinorum,Shade,Clade Callidus,Human
13,16,4,The Garantine,554,Officio Assassinorum,Nihilator,Clade Eversor,Human
13,16,5,Fon Tariel,727,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,16,6,Fon Tariel,738,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,16,7,Fon Tariel,608,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,16,8,Koyne,676,Officio Assassinorum,Shade,Clade Callidus,Human
13,16,9,Spear,1173,Chaos,,,Daemon
13,16,10,Eristede Kell,1180,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,17,1,Eristede Kell,485,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,17,2,Spear,602,Chaos,,,Daemon
13,17,3,Fon Tariel,1364,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,17,4,Spear,409,Chaos,,,Daemon
13,17,5,Fon Tariel,389,Officio Assassinorum,Infocyte,Clade Vanus,Human
13,17,6,Koyne,2039,Officio Assassinorum,Shade,Clade Callidus,Human
13,17,7,Eristede Kell,168,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,17,8,Eristede Kell,169,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,17,9,Eristede Kell,632,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,17,10,Spear,459,Chaos,,,Daemon
13,17,11,Eristede Kell,539,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,17,12,Eristede Kell,188,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,18,1,Eristede Kell,1221,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,18,2,Narrator,372,,,,
13,18,3,Erebus,1261,Word Bearers,,,Astartes
13,18,4,Eristede Kell,329,Officio Assassinorum,Assassin-at-Marque,Clade Vindicare,Human
13,18,5,Narrator,1971,,,,
13,18,6,Constantin Valdor,1065,Custodes,Captain-General,,Custodes
13,18,7,Rogal Dorn,778,Imperial Fists,Primarch,,Primarch
13,18,8,Erebus,1310,Word Bearers,,,Astartes
14,1,1,Argel Tal,176,Word Bearers,Captain,Gal Vorbak,Astartes
14,2,1,Cyrene Valantion,339,Imperium,,,Human
14,4,1,Cyrene Valantion,1354,Imperium,,,Human
14,4,2,Cyrene Valantion,1394,Imperium,,,Human
14,4,3,Cyrene Valantion,321,Imperium,,,Human
14,5,1,Narrator,189,,,,
14,6,1,Cyrene Valantion,367,Imperium,,,Human
14,6,2,Deumos,1460,Word Bearers,,,Astartes
14,6,3,Argel Tal,1090,Word Bearers,Captain,Gal Vorbak,Astartes
14,6,4,Argel Tal,1424,Word Bearers,Captain,Gal Vorbak,Astartes
14,7,1,Lorgar,265,Word Bearers,Primarch,Psyker,Primarch
14,7,2,Argel Tal,941,Word Bearers,Captain,Gal Vorbak,Astartes
14,7,3,Argel Tal,1598,Word Bearers,Captain,Gal Vorbak,Astartes
14,7,4,Argel Tal,168,Word Bearers,Captain,Gal Vorbak,Astartes
14,7,5,Lorgar,263,Word Bearers,Primarch,Psyker,Primarch
14,8,1,Argel Tal,199,Word Bearers,Captain,Gal Vorbak,Astartes
14,8,2,Lorgar,97,Word Bearers,Primarch,Psyker,Primarch
14,8,3,Argel Tal,280,Word Bearers,Captain,Gal Vorbak,Astartes
14,8,4,Lorgar,149,Word Bearers,Primarch,Psyker,Primarch
14,8,5,Argel Tal,232,Word Bearers,Captain,Gal Vorbak,Astartes
14,8,6,Lorgar,80,Word Bearers,Primarch,Psyker,Primarch
14,8,7,Argel Tal,1422,Word Bearers,Captain,Gal Vorbak,Astartes
14,8,8,Argel Tal,520,Word Bearers,Captain,Gal Vorbak,Astartes
14,8,9,Argel Tal,638,Word Bearers,Captain,Gal Vorbak,Astartes
14,9,1,Erebus,861,Word Bearers,,,Astartes
14,9,2,Lorgar,145,Word Bearers,Primarch,Psyker,Primarch
14,9,3,Erebus,288,Word Bearers,,,Astartes
14,9,4,Lorgar,71,Word Bearers,Primarch,Psyker,Primarch
14,9,5,Erebus,2808,Word Bearers,,,Astartes
14,10,1,Cyrene Valantion,846,Imperium,,,Human
14,10,2,Cyrene Valantion,318,Imperium,,,Human
14,10,3,Argel Tal,861,Word Bearers,Captain,Gal Vorbak,Astartes
14,10,4,Cyrene Valantion,1138,Imperium,,,Human
14,11,1,Lorgar,771,Word Bearers,Primarch,Psyker,Primarch
14,11,2,Cyrene Valantion,961,Imperium,,,Human
14,11,3,Argel Tal,1611,Word Bearers,Captain,Gal Vorbak,Astartes
14,11,4,Dagotal,533,Word Bearers,Sergeant,Gal Vorbak,Astartes
14,11,5,Xi-Nu 73,661,Mechanicum,,,Human
14,11,6,Argel Tal,645,Word Bearers,Captain,Gal Vorbak,Astartes
14,11,7,Cyrene Valantion,614,Imperium,,,Human
14,12,1,Argel Tal,982,Word Bearers,Captain,Gal Vorbak,Astartes
14,12,2,Argel Tal,996,Word Bearers,Captain,Gal Vorbak,Astartes
14,12,3,Argel Tal,215,Word Bearers,Captain,Gal Vorbak,Astartes
14,12,4,Argel Tal,838,Word Bearers,Captain,Gal Vorbak,Astartes
14,12,5,Argel Tal,1274,Word Bearers,Captain,Gal Vorbak,Astartes
14,12,6,Cyrene Valantion,117,Imperium,,,Human
14,13,1,Narrator,731,,,,
14,13,2,Lorgar,335,Word Bearers,Primarch,Psyker,Primarch
14,13,3,Narrator,392,,,,
14,13,4,Argel Tal,1235,Word Bearers,Captain,Gal Vorbak,Astartes
14,13,5,Argel Tal,255,Word Bearers,Captain,Gal Vorbak,Astartes
14,13,6,Argel Tal,262,Word Bearers,Captain,Gal Vorbak,Astartes
14,13,7,Cyrene Valantion,1552,Imperium,,,Human
14,14,1,Lorgar,4273,Word Bearers,Primarch,Psyker,Primarch
14,15,1,Lorgar,149,Word Bearers,Primarch,Psyker,Primarch
14,15,2,Argel Tal,270,Word Bearers,Captain,Gal Vorbak,Astartes
14,15,3,Argel Tal,2516,Word Bearers,Captain,Gal Vorbak,Astartes
14,16,1,Lorgar,1248,Word Bearers,Primarch,Psyker,Primarch
14,17,1,Cyrene Valantion,592,Imperium,,,Human
14,18,1,Argel Tal,595,Word Bearers,Captain,Gal Vorbak,Astartes
14,18,2,Argel Tal,496,Word Bearers,Captain,Gal Vorbak,Astartes
14,18,3,Argel Tal,547,Word Bearers,Captain,Gal Vorbak,Astartes
14,18,4,Argel Tal,528,Word Bearers,Captain,Gal Vorbak,Astartes
14,18,5,Narrator,84,,,,
14,18,6,Lorgar,939,Word Bearers,Primarch,Psyker,Primarch
14,18,7,Argel Tal,445,Word Bearers,Captain,Gal Vorbak,Astartes
14,18,8,Argel Tal,351,Word Bearers,Captain,Gal Vorbak,Astartes
14,19,1,Argel Tal,88,Word Bearers,Captain,Gal Vorbak,Astartes
14,19,2,Xi-Nu 73,674,Mechanicum,,,Human
14,19,3,Xi-Nu 73,782,Mechanicum,,,Human
14,19,4,Xi-Nu 73,733,Mechanicum,,,Human
14,19,5,Cyrene Valantion,302,Imperium,,,Human
14,19,6,Arric Jesmetine,1273,Imperialis Armada,,,Human
14,19,1,Argel Tal,88,Word Bearers,Captain,Gal Vorbak,Astartes
14,19,7,Argel Tal,1279,Word Bearers,Captain,Gal Vorbak,Astartes
14,20,1,Argel Tal,106,Word Bearers,Captain,Gal Vorbak,Astartes
14,20,2,Argel Tal,686,Word Bearers,Captain,Gal Vorbak,Astartes
14,20,3,Vendatha,129,Custodes,,,Custodes
14,20,4,Lorgar,490,Word Bearers,Primarch,Psyker,Primarch
14,20,5,Lorgar,141,Word Bearers,Primarch,Psyker,Primarch
14,20,1,Argel Tal,106,Word Bearers,Captain,Gal Vorbak,Astartes
14,20,6,Argel Tal,1569,Word Bearers,Captain,Gal Vorbak,Astartes
14,20,1,Argel Tal,106,Word Bearers,Captain,Gal Vorbak,Astartes
14,20,7,Argel Tal,927,Word Bearers,Captain,Gal Vorbak,Astartes
14,21,1,Argel Tal,441,Word Bearers,Captain,Gal Vorbak,Astartes
14,21,2,Vendatha,767,Custodes,,,Custodes
14,21,3,Argel Tal,712,Word Bearers,Captain,Gal Vorbak,Astartes
